Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Lack of necessary infrastructure,All New Zealand businesses,Percent,7,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Lack of information to support decision-making,All New Zealand businesses,Percent,13,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Difficulty in raising or sourcing funds,All New Zealand businesses,Percent,10,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Uncertainty around future policy direction,All New Zealand businesses,Percent,13,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Uncertainty about the future of the New Zealand Emissions Trading Scheme,All New Zealand businesses,Percent,10,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Risks around adopting new technologies,All New Zealand businesses,Percent,6,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Lack of viable technology,All New Zealand businesses,Percent,11,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Lack of appropriate personnel and / or skills,All New Zealand businesses,Percent,11,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Other,All New Zealand businesses,Percent,4,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Did not see any barriers,All New Zealand businesses,Percent,28,2021
Table 20,Barriers for businesses not making climate change-related investments in the last two years,By business type,Don't know,All New Zealand businesses,Percent,35,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Direct - yes,All Maori authorities,Percent,17,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Direct - no ,All Maori authorities,Percent,78,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Direct - don't know,All Maori authorities,Percent,6,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Indirect - yes,All Maori authorities,Percent,11,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Indirect - no ,All Maori authorities,Percent,81,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Indirect - don't know,All Maori authorities,Percent,9,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Direct - yes,Maori authorities - primary industries (6-29 employees),Percent,C,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Direct - no ,Maori authorities - primary industries (6-29 employees),Percent,85,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Direct - don't know,Maori authorities - primary industries (6-29 employees),Percent,C,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Indirect - yes,Maori authorities - primary industries (6-29 employees),Percent,C,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Indirect - no ,Maori authorities - primary industries (6-29 employees),Percent,90,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Indirect - don't know,Maori authorities - primary industries (6-29 employees),Percent,C,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Direct - yes,Maori authorities - primary industries (30 or more employees),Percent,50,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Direct - no ,Maori authorities - primary industries (30 or more employees),Percent,C,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Direct - don't know,Maori authorities - primary industries (30 or more employees),Percent,C,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Indirect - yes,Maori authorities - primary industries (30 or more employees),Percent,50,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Indirect - no ,Maori authorities - primary industries (30 or more employees),Percent,C,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Indirect - don't know,Maori authorities - primary industries (30 or more employees),Percent,C,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Direct - yes,Maori authorities - other industries (6-29 employees),Percent,C,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Direct - no ,Maori authorities - other industries (6-29 employees),Percent,89,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Direct - don't know,Maori authorities - other industries (6-29 employees),Percent,C,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Indirect - yes,Maori authorities - other industries (6-29 employees),Percent,C,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Indirect - no ,Maori authorities - other industries (6-29 employees),Percent,89,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Indirect - don't know,Maori authorities - other industries (6-29 employees),Percent,C,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Direct - yes,Maori authorities - other industries (30 or more employees),Percent,C,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Direct - no ,Maori authorities - other industries (30 or more employees),Percent,73,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Direct - don't know,Maori authorities - other industries (30 or more employees),Percent,C,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Indirect - yes,Maori authorities - other industries (30 or more employees),Percent,C,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Indirect - no ,Maori authorities - other industries (30 or more employees),Percent,73,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Indirect - don't know,Maori authorities - other industries (30 or more employees),Percent,C,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Direct - yes,All New Zealand businesses,Percent,5,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Direct - no ,All New Zealand businesses,Percent,85,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Direct - don't know,All New Zealand businesses,Percent,10,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Indirect - yes,All New Zealand businesses,Percent,3,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Indirect - no ,All New Zealand businesses,Percent,87,2021
Table 21,Businesses that measured greenhouse gas emissions in the last two years,By business type,Indirect - don't know,All New Zealand businesses,Percent,10,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop programmes to offset emissions - in response to climate change,Maori authorities,Percent,39,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Reduce waste - in response to climate change,Maori authorities,Percent,39,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Stop or reduce using coal and / or natural gas - in response to climate change,Maori authorities,Percent,C,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop or expand offering of low emission goods and services - in response to climate change,Maori authorities,Percent,15,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Change to lower emission technologies - in response to climate change,Maori authorities,Percent,26,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Switch to more sustainable suppliers - in response to climate change,Maori authorities,Percent,30,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Increase use of digital technologies - in response to climate change,Maori authorities,Percent,20,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Assess the risks to the business of the physical impacts of climate change (eg increased flooding or droughts) - in response to climate change,Maori authorities,Percent,50,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Take steps to reduce the risks to the business of the physical impacts of climate change - in response to climate change,Maori authorities,Percent,46,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Overall - in response to climate change,Maori authorities,Percent,85,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop programmes to offset emissions - for some other reason,Maori authorities,Percent,24,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Reduce waste - for some other reason,Maori authorities,Percent,26,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Stop or reduce using coal and / or natural gas - for some other reason,Maori authorities,Percent,C,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop or expand offering of low emission goods and services - for some other reason,Maori authorities,Percent,6,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Change to lower emission technologies - for some other reason,Maori authorities,Percent,13,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Switch to more sustainable suppliers - for some other reason,Maori authorities,Percent,11,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Increase use of digital technologies - for some other reason,Maori authorities,Percent,35,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Assess the risks to the business of the physical impacts of climate change (eg increased flooding or droughts) - for some other reason,Maori authorities,Percent,13,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Take steps to reduce the risks to the business of the physical impacts of climate change - for some other reason,Maori authorities,Percent,15,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Overall - for some other reason,Maori authorities,Percent,75,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop programmes to offset emissions - not planning to do,Maori authorities,Percent,9,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Reduce waste - not planning to do,Maori authorities,Percent,6,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Stop or reduce using coal and / or natural gas - not planning to do,Maori authorities,Percent,9,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop or expand offering of low emission goods and services - not planning to do,Maori authorities,Percent,15,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Change to lower emission technologies - not planning to do,Maori authorities,Percent,9,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Switch to more sustainable suppliers - not planning to do,Maori authorities,Percent,19,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Increase use of digital technologies - not planning to do,Maori authorities,Percent,11,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Assess the risks to the business of the physical impacts of climate change (eg increased flooding or droughts) - not planning to do,Maori authorities,Percent,9,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Take steps to reduce the risks to the business of the physical impacts of climate change - not planning to do,Maori authorities,Percent,7,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Overall - not planning to do,Maori authorities,Percent,..,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop programmes to offset emissions - not applicable,Maori authorities,Percent,19,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Reduce waste - not applicable,Maori authorities,Percent,15,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Stop or reduce using coal and / or natural gas - not applicable,Maori authorities,Percent,76,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop or expand offering of low emission goods and services - not applicable,Maori authorities,Percent,52,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Change to lower emission technologies - not applicable,Maori authorities,Percent,31,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Switch to more sustainable suppliers - not applicable,Maori authorities,Percent,19,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Increase use of digital technologies - not applicable,Maori authorities,Percent,19,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Assess the risks to the business of the physical impacts of climate change (eg increased flooding or droughts) - not applicable,Maori authorities,Percent,15,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Take steps to reduce the risks to the business of the physical impacts of climate change - not applicable,Maori authorities,Percent,17,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Overall - not applicable,Maori authorities,Percent,..,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop programmes to offset emissions - don't know,Maori authorities,Percent,11,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Reduce waste - don't know,Maori authorities,Percent,9,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Stop or reduce using coal and / or natural gas - don't know,Maori authorities,Percent,9,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop or expand offering of low emission goods and services - don't know,Maori authorities,Percent,15,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Change to lower emission technologies - don't know,Maori authorities,Percent,15,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Switch to more sustainable suppliers - don't know,Maori authorities,Percent,17,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Increase use of digital technologies - don't know,Maori authorities,Percent,15,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Assess the risks to the business of the physical impacts of climate change (eg increased flooding or droughts) - don't know,Maori authorities,Percent,15,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Take steps to reduce the risks to the business of the physical impacts of climate change - don't know,Maori authorities,Percent,17,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Overall - don't know,Maori authorities,Percent,..,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop programmes to offset emissions - in response to climate change,All New Zealand businesses,Percent,11,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Reduce waste - in response to climate change,All New Zealand businesses,Percent,33,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Stop or reduce using coal and / or natural gas - in response to climate change,All New Zealand businesses,Percent,5,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop or expand offering of low emission goods and services - in response to climate change,All New Zealand businesses,Percent,12,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Change to lower emission technologies - in response to climate change,All New Zealand businesses,Percent,17,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Switch to more sustainable suppliers - in response to climate change,All New Zealand businesses,Percent,20,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Increase use of digital technologies - in response to climate change,All New Zealand businesses,Percent,17,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Assess the risks to the business of the physical impacts of climate change (eg increased flooding or droughts) - in response to climate change,All New Zealand businesses,Percent,18,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Take steps to reduce the risks to the business of the physical impacts of climate change - in response to climate change,All New Zealand businesses,Percent,19,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Overall - in response to climate change,All New Zealand businesses,Percent,45,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop programmes to offset emissions - for some other reason,All New Zealand businesses,Percent,6,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Reduce waste - for some other reason,All New Zealand businesses,Percent,31,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Stop or reduce using coal and / or natural gas - for some other reason,All New Zealand businesses,Percent,2,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop or expand offering of low emission goods and services - for some other reason,All New Zealand businesses,Percent,6,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Change to lower emission technologies - for some other reason,All New Zealand businesses,Percent,9,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Switch to more sustainable suppliers - for some other reason,All New Zealand businesses,Percent,10,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Increase use of digital technologies - for some other reason,All New Zealand businesses,Percent,32,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Assess the risks to the business of the physical impacts of climate change (eg increased flooding or droughts) - for some other reason,All New Zealand businesses,Percent,8,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Take steps to reduce the risks to the business of the physical impacts of climate change - for some other reason,All New Zealand businesses,Percent,8,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Overall - for some other reason,All New Zealand businesses,Percent,50,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop programmes to offset emissions - not planning to do,All New Zealand businesses,Percent,34,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Reduce waste - not planning to do,All New Zealand businesses,Percent,9,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Stop or reduce using coal and / or natural gas - not planning to do,All New Zealand businesses,Percent,14,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop or expand offering of low emission goods and services - not planning to do,All New Zealand businesses,Percent,15,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Change to lower emission technologies - not planning to do,All New Zealand businesses,Percent,18,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Switch to more sustainable suppliers - not planning to do,All New Zealand businesses,Percent,24,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Increase use of digital technologies - not planning to do,All New Zealand businesses,Percent,14,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Assess the risks to the business of the physical impacts of climate change (eg increased flooding or droughts) - not planning to do,All New Zealand businesses,Percent,21,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Take steps to reduce the risks to the business of the physical impacts of climate change - not planning to do,All New Zealand businesses,Percent,21,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Overall - not planning to do,All New Zealand businesses,Percent,..,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop programmes to offset emissions - not applicable,All New Zealand businesses,Percent,34,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Reduce waste - not applicable,All New Zealand businesses,Percent,14,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Stop or reduce using coal and / or natural gas - not applicable,All New Zealand businesses,Percent,69,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop or expand offering of low emission goods and services - not applicable,All New Zealand businesses,Percent,54,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Change to lower emission technologies - not applicable,All New Zealand businesses,Percent,40,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Switch to more sustainable suppliers - not applicable,All New Zealand businesses,Percent,28,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Increase use of digital technologies - not applicable,All New Zealand businesses,Percent,24,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Assess the risks to the business of the physical impacts of climate change (eg increased flooding or droughts) - not applicable,All New Zealand businesses,Percent,34,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Take steps to reduce the risks to the business of the physical impacts of climate change - not applicable,All New Zealand businesses,Percent,32,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Overall - not applicable,All New Zealand businesses,Percent,..,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop programmes to offset emissions - don't know,All New Zealand businesses,Percent,16,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Reduce waste - don't know,All New Zealand businesses,Percent,12,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Stop or reduce using coal and / or natural gas - don't know,All New Zealand businesses,Percent,11,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Develop or expand offering of low emission goods and services - don't know,All New Zealand businesses,Percent,13,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Change to lower emission technologies - don't know,All New Zealand businesses,Percent,16,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Switch to more sustainable suppliers - don't know,All New Zealand businesses,Percent,18,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Increase use of digital technologies - don't know,All New Zealand businesses,Percent,14,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Assess the risks to the business of the physical impacts of climate change (eg increased flooding or droughts) - don't know,All New Zealand businesses,Percent,18,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Take steps to reduce the risks to the business of the physical impacts of climate change - don't know,All New Zealand businesses,Percent,19,2021
Table 22,Actions businesses are planning to do in the next five years,By business type,Overall - don't know,All New Zealand businesses,Percent,..,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Planning to invest in any climate change-related action,All Maori authorities,Percent,63,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Purchase lower emission plant or equipment,All Maori authorities,Percent,24,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Improve efficiency of buildings,All Maori authorities,Percent,37,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Relocate facilities to lower-risk areas,All Maori authorities,Percent,6,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,New software or digital technologies,All Maori authorities,Percent,37,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Education / training for staff to improve resource efficiency and reduce emissions,All Maori authorities,Percent,41,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Research and development of low emission alternatives,All Maori authorities,Percent,15,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Other,All Maori authorities,Percent,C,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Not making any investment,All Maori authorities,Percent,19,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Don't know,All Maori authorities,Percent,20,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Planning to invest in any climate change-related action,Maori authorities - primary industry (6-29 employees),Percent,60,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Purchase lower emission plant or equipment,Maori authorities - primary industry (6-29 employees),Percent,15,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Improve efficiency of buildings,Maori authorities - primary industry (6-29 employees),Percent,40,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Relocate facilities to lower-risk areas,Maori authorities - primary industry (6-29 employees),Percent,C,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,New software or digital technologies,Maori authorities - primary industry (6-29 employees),Percent,30,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Education / training for staff to improve resource efficiency and reduce emissions,Maori authorities - primary industry (6-29 employees),Percent,35,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Research and development of low emission alternatives,Maori authorities - primary industry (6-29 employees),Percent,20,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Other,Maori authorities - primary industry (6-29 employees),Percent,C,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Not making any investment,Maori authorities - primary industry (6-29 employees),Percent,20,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Don't know,Maori authorities - primary industry (6-29 employees),Percent,25,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Planning to invest in any climate change-related action,Maori authorities - primary industry (30 or more employees),Percent,75,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Purchase lower emission plant or equipment,Maori authorities - primary industry (30 or more employees),Percent,50,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Improve efficiency of buildings,Maori authorities - primary industry (30 or more employees),Percent,25,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Relocate facilities to lower-risk areas,Maori authorities - primary industry (30 or more employees),Percent,C,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,New software or digital technologies,Maori authorities - primary industry (30 or more employees),Percent,50,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Education / training for staff to improve resource efficiency and reduce emissions,Maori authorities - primary industry (30 or more employees),Percent,50,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Research and development of low emission alternatives,Maori authorities - primary industry (30 or more employees),Percent,25,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Other,Maori authorities - primary industry (30 or more employees),Percent,0,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Not making any investment,Maori authorities - primary industry (30 or more employees),Percent,0,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Don't know,Maori authorities - primary industry (30 or more employees),Percent,C,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Planning to invest in any climate change-related action,Maori authorities - other industries (6-29 employees),Percent,58,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Purchase lower emission plant or equipment,Maori authorities - other industries (6-29 employees),Percent,21,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Improve efficiency of buildings,Maori authorities - other industries (6-29 employees),Percent,26,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Relocate facilities to lower-risk areas,Maori authorities - other industries (6-29 employees),Percent,5,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,New software or digital technologies,Maori authorities - other industries (6-29 employees),Percent,37,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Education / training for staff to improve resource efficiency and reduce emissions,Maori authorities - other industries (6-29 employees),Percent,37,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Research and development of low emission alternatives,Maori authorities - other industries (6-29 employees),Percent,11,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Other,Maori authorities - other industries (6-29 employees),Percent,0,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Not making any investment,Maori authorities - other industries (6-29 employees),Percent,21,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Don't know,Maori authorities - other industries (6-29 employees),Percent,21,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Planning to invest in any climate change-related action,Maori authorities - other industries (30 or more employees),Percent,64,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Purchase lower emission plant or equipment,Maori authorities - other industries (30 or more employees),Percent,36,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Improve efficiency of buildings,Maori authorities - other industries (30 or more employees),Percent,55,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Relocate facilities to lower-risk areas,Maori authorities - other industries (30 or more employees),Percent,C,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,New software or digital technologies,Maori authorities - other industries (30 or more employees),Percent,45,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Education / training for staff to improve resource efficiency and reduce emissions,Maori authorities - other industries (30 or more employees),Percent,55,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Research and development of low emission alternatives,Maori authorities - other industries (30 or more employees),Percent,C,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Other,Maori authorities - other industries (30 or more employees),Percent,0,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Not making any investment,Maori authorities - other industries (30 or more employees),Percent,27,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Don't know,Maori authorities - other industries (30 or more employees),Percent,C,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Planning to invest in any climate change-related action,All New Zealand businesses,Percent,50,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Purchase lower emission plant or equipment,All New Zealand businesses,Percent,20,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Improve efficiency of buildings,All New Zealand businesses,Percent,22,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Relocate facilities to lower-risk areas,All New Zealand businesses,Percent,2,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,New software or digital technologies,All New Zealand businesses,Percent,25,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Education / training for staff to improve resource efficiency and reduce emissions,All New Zealand businesses,Percent,23,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Research and development of low emission alternatives,All New Zealand businesses,Percent,7,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Other,All New Zealand businesses,Percent,1,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Not making any investment,All New Zealand businesses,Percent,29,2021
Table 23,Investments businesses are planning to make in the next five years,By business type,Don't know,All New Zealand businesses,Percent,21,2021
Table 24,Business priorities for the next five years,By business type,Reducing greenhouse emissions,All Maori authorities,Percent,24,2021
Table 24,Business priorities for the next five years,By business type,Preparing for changes in the physical environment as a result of climate change,All Maori authorities,Percent,24,2021
Table 24,Business priorities for the next five years,By business type,Business expansion,All Maori authorities,Percent,37,2021
Table 24,Business priorities for the next five years,By business type,Innovation of new products or processes,All Maori authorities,Percent,24,2021
Table 24,Business priorities for the next five years,By business type,Developing and retaining staff,All Maori authorities,Percent,61,2021
Table 24,Business priorities for the next five years,By business type,Maintaining or increasing productivity,All Maori authorities,Percent,26,2021
Table 24,Business priorities for the next five years,By business type,Maintaining or increasing profitability,All Maori authorities,Percent,61,2021
Table 24,Business priorities for the next five years,By business type,Maintaining or enhancing reputation,All Maori authorities,Percent,19,2021
Table 24,Business priorities for the next five years,By business type,Minimising supply chain disruptions,All Maori authorities,Percent,4,2021
Table 24,Business priorities for the next five years,By business type,Transitioning to exit (sale of business or retirement),All Maori authorities,Percent,C,2021
Table 24,Business priorities for the next five years,By business type,Reducing greenhouse emissions,Maori authorities - primary industry (6-29 employees),Percent,25,2021
Table 24,Business priorities for the next five years,By business type,Preparing for changes in the physical environment as a result of climate change,Maori authorities - primary industry (6-29 employees),Percent,35,2021
Table 24,Business priorities for the next five years,By business type,Business expansion,Maori authorities - primary industry (6-29 employees),Percent,40,2021
Table 24,Business priorities for the next five years,By business type,Innovation of new products or processes,Maori authorities - primary industry (6-29 employees),Percent,10,2021
