Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2007.03,Other financial intermediaries excluding insurance and pension funds,241,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2007.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,130
2007.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1393
2007.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,749
2007.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,735
2007.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,14
2007.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance net worth,LE00000,B900000,-650
2007.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total liabilities and net worth,LE00000,L000000,83629
2007.03,Insurance corporations,251,Closing balance total assets,LE00000,A000000,21314
2007.03,Insurance corporations,251,Financial assets Closing balance Total financial assets,LE00000,AFA0000,19849
2007.03,Insurance corporations,251,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2007.03,Insurance corporations,251,Financial assets Closing balance currency and deposits,LE00000,AFA0200,C
2007.03,Insurance corporations,251,Financial assets Closing balance debt securities,LE00000,AFA0300,C
2007.03,Insurance corporations,251,Financial assets Closing balance loans,LE00000,AFA0400,C
2007.03,Insurance corporations,251,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,6950
2007.03,Insurance corporations,251,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,452
2007.03,Insurance corporations,251,Financial assets Closing balance financial derivatives,LE00000,AFA0700,159
2007.03,Insurance corporations,251,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,3566
2007.03,Insurance corporations,251,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,22237
2007.03,Insurance corporations,251,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2007.03,Insurance corporations,251,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2007.03,Insurance corporations,251,Financial liabilities Closing balance debt securities,LE00000,AFL0300,C
2007.03,Insurance corporations,251,Financial liabilities Closing balance loans,LE00000,AFL0400,C
2007.03,Insurance corporations,251,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,8566
2007.03,Insurance corporations,251,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,12816
2007.03,Insurance corporations,251,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,23
2007.03,Insurance corporations,251,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,553
2007.03,Insurance corporations,251,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1465
2007.03,Insurance corporations,251,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1016
2007.03,Insurance corporations,251,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,449
2007.03,Insurance corporations,251,Closing balance net worth,LE00000,B900000,-923
2007.03,Insurance corporations,251,Closing balance total liabilities and net worth,LE00000,L000000,21314
2007.03,Pension funds,261,Closing balance total assets,LE00000,A000000,31919
2007.03,Pension funds,261,Financial assets Closing balance Total financial assets,LE00000,AFA0000,31813
2007.03,Pension funds,261,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2007.03,Pension funds,261,Financial assets Closing balance currency and deposits,LE00000,AFA0200,862
2007.03,Pension funds,261,Financial assets Closing balance debt securities,LE00000,AFA0300,1829
2007.03,Pension funds,261,Financial assets Closing balance loans,LE00000,AFA0400,0
2007.03,Pension funds,261,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,19832
2007.03,Pension funds,261,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,9290
2007.03,Pension funds,261,Financial assets Closing balance financial derivatives,LE00000,AFA0700,0
2007.03,Pension funds,261,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,0
2007.03,Pension funds,261,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,31919
2007.03,Pension funds,261,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2007.03,Pension funds,261,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2007.03,Pension funds,261,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2007.03,Pension funds,261,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2007.03,Pension funds,261,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2007.03,Pension funds,261,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,31919
2007.03,Pension funds,261,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2007.03,Pension funds,261,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2007.03,Pension funds,261,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,106
2007.03,Pension funds,261,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,67
2007.03,Pension funds,261,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,39
2007.03,Pension funds,261,Closing balance net worth,LE00000,B900000,0
2007.03,Pension funds,261,Closing balance total liabilities and net worth,LE00000,L000000,31919
2007.03,Financial auxiliaries,270,Closing balance total assets,LE00000,A000000,5340
2007.03,Financial auxiliaries,270,Financial assets Closing balance Total financial assets,LE00000,AFA0000,4246
2007.03,Financial auxiliaries,270,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2007.03,Financial auxiliaries,270,Financial assets Closing balance currency and deposits,LE00000,AFA0200,C
2007.03,Financial auxiliaries,270,Financial assets Closing balance debt securities,LE00000,AFA0300,C
2007.03,Financial auxiliaries,270,Financial assets Closing balance loans,LE00000,AFA0400,C
2007.03,Financial auxiliaries,270,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1826
2007.03,Financial auxiliaries,270,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2007.03,Financial auxiliaries,270,Financial assets Closing balance financial derivatives,LE00000,AFA0700,241
2007.03,Financial auxiliaries,270,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,501
2007.03,Financial auxiliaries,270,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,5340
2007.03,Financial auxiliaries,270,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2007.03,Financial auxiliaries,270,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2007.03,Financial auxiliaries,270,Financial liabilities Closing balance debt securities,LE00000,AFL0300,C
2007.03,Financial auxiliaries,270,Financial liabilities Closing balance loans,LE00000,AFL0400,C
2007.03,Financial auxiliaries,270,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,3334
2007.03,Financial auxiliaries,270,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2007.03,Financial auxiliaries,270,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,250
2007.03,Financial auxiliaries,270,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,364
2007.03,Financial auxiliaries,270,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1094
2007.03,Financial auxiliaries,270,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,745
2007.03,Financial auxiliaries,270,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,349
2007.03,Financial auxiliaries,270,Closing balance net worth,LE00000,B900000,-0
2007.03,Financial auxiliaries,270,Closing balance total liabilities and net worth,LE00000,L000000,5340
2007.03,Captive financial institutions,281,Closing balance total assets,LE00000,A000000,278683
2007.03,Captive financial institutions,281,Financial assets Closing balance Total financial assets,LE00000,AFA0000,274496
2007.03,Captive financial institutions,281,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2007.03,Captive financial institutions,281,Financial assets Closing balance currency and deposits,LE00000,AFA0200,11091
2007.03,Captive financial institutions,281,Financial assets Closing balance debt securities,LE00000,AFA0300,20858
2007.03,Captive financial institutions,281,Financial assets Closing balance loans,LE00000,AFA0400,61959
2007.03,Captive financial institutions,281,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,151462
2007.03,Captive financial institutions,281,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2007.03,Captive financial institutions,281,Financial assets Closing balance financial derivatives,LE00000,AFA0700,14
2007.03,Captive financial institutions,281,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,29112
2007.03,Captive financial institutions,281,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,290284
2007.03,Captive financial institutions,281,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2007.03,Captive financial institutions,281,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2007.03,Captive financial institutions,281,Financial liabilities Closing balance debt securities,LE00000,AFL0300,17876
2007.03,Captive financial institutions,281,Financial liabilities Closing balance loans,LE00000,AFL0400,73827
2007.03,Captive financial institutions,281,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,167210
2007.03,Captive financial institutions,281,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2007.03,Captive financial institutions,281,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,550
2007.03,Captive financial institutions,281,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,30821
2007.03,Captive financial institutions,281,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,4186
2007.03,Captive financial institutions,281,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,660
2007.03,Captive financial institutions,281,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,3526
2007.03,Captive financial institutions,281,Closing balance net worth,LE00000,B900000,-11601
2007.03,Captive financial institutions,281,Closing balance total liabilities and net worth,LE00000,L000000,278683
2007.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total assets,LE00000,A000000,146273
2007.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance Total financial assets,LE00000,AFA0000,82958
2007.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,45
2007.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance currency and deposits,LE00000,AFA0200,6542
2007.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance debt securities,LE00000,AFA0300,8374
2007.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance loans,LE00000,AFA0400,16477
2007.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,40474
2007.03,Central government institutions excluding funded social insurance schemes,311,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2007.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance financial derivatives,LE00000,AFA0700,1071
2007.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,9976
2007.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,52394
2007.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,299
2007.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2007.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance debt securities,LE00000,AFL0300,27640
2007.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance loans,LE00000,AFL0400,4307
2007.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2007.03,Central government institutions excluding funded social insurance schemes,311,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,9302
2007.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,477
2007.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,10369
2007.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,63315
2007.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,52563
2007.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,10752
2007.03,Central government institutions excluding funded social insurance schemes,311,Closing balance net worth,LE00000,B900000,93879
2007.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total liabilities and net worth,LE00000,L000000,146273
2007.03,Central government institutions funded social insurance schemes,312,Closing balance total assets,LE00000,A000000,16426
2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance Total financial assets,LE00000,AFA0000,16419
2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1393
2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance debt securities,LE00000,AFA0300,8451
2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance loans,LE00000,AFA0400,0
2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,5713
2007.03,Central government institutions funded social insurance schemes,312,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance financial derivatives,LE00000,AFA0700,..
2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,862
2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,1075
2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2007.03,Central government institutions funded social insurance schemes,312,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,58
2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1017
2007.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,7
2007.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,0
2007.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,7
2007.03,Central government institutions funded social insurance schemes,312,Closing balance net worth,LE00000,B900000,15352
2007.03,Central government institutions funded social insurance schemes,312,Closing balance total liabilities and net worth,LE00000,L000000,16426
2007.03,Local government institutions,321,Closing balance total assets,LE00000,A000000,59255
2007.03,Local government institutions,321,Financial assets Closing balance Total financial assets,LE00000,AFA0000,9927
2007.03,Local government institutions,321,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2007.03,Local government institutions,321,Financial assets Closing balance currency and deposits,LE00000,AFA0200,855
2007.03,Local government institutions,321,Financial assets Closing balance debt securities,LE00000,AFA0300,387
2007.03,Local government institutions,321,Financial assets Closing balance loans,LE00000,AFA0400,675
2007.03,Local government institutions,321,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,6558
2007.03,Local government institutions,321,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2007.03,Local government institutions,321,Financial assets Closing balance financial derivatives,LE00000,AFA0700,50
2007.03,Local government institutions,321,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1403
2007.03,Local government institutions,321,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,4811
2007.03,Local government institutions,321,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2007.03,Local government institutions,321,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2007.03,Local government institutions,321,Financial liabilities Closing balance debt securities,LE00000,AFL0300,94
2007.03,Local government institutions,321,Financial liabilities Closing balance loans,LE00000,AFL0400,2962
2007.03,Local government institutions,321,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2007.03,Local government institutions,321,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2007.03,Local government institutions,321,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2007.03,Local government institutions,321,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1755
2007.03,Local government institutions,321,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,49328
2007.03,Local government institutions,321,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,27571
2007.03,Local government institutions,321,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,21757
2007.03,Local government institutions,321,Closing balance net worth,LE00000,B900000,54444
2007.03,Local government institutions,321,Closing balance total liabilities and net worth,LE00000,L000000,59255
2007.03,Non-profit institutions serving households,400,Closing balance total assets,LE00000,A000000,22821
2007.03,Non-profit institutions serving households,400,Financial assets Closing balance Total financial assets,LE00000,AFA0000,8904
2007.03,Non-profit institutions serving households,400,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2007.03,Non-profit institutions serving households,400,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2902
2007.03,Non-profit institutions serving households,400,Financial assets Closing balance debt securities,LE00000,AFA0300,218
2007.03,Non-profit institutions serving households,400,Financial assets Closing balance loans,LE00000,AFA0400,5036
2007.03,Non-profit institutions serving households,400,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,367
2007.03,Non-profit institutions serving households,400,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2007.03,Non-profit institutions serving households,400,Financial assets Closing balance financial derivatives,LE00000,AFA0700,58
2007.03,Non-profit institutions serving households,400,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,323
2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,1153
2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance debt securities,LE00000,AFL0300,106
2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance loans,LE00000,AFL0400,315
2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2007.03,Non-profit institutions serving households,400,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,732
2007.03,Non-profit institutions serving households,400,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,13917
2007.03,Non-profit institutions serving households,400,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,6585
